               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.018432,            0.013345,          0.00058548,             0.97505,             0.97494,             0.99028,             0.85428,            0.014744,           0.0065192,          0.00011572,           0.0060838,           0.0060838,           0.0060838
                 150,            0.018181,            0.013212,          0.00055961,             0.97213,             0.97533,             0.98991,             0.85581,            0.014647,             0.00649,          0.00011126,           0.0060419,           0.0060419,           0.0060419
                 151,            0.018038,            0.013157,          0.00061191,             0.97371,             0.97548,             0.99113,             0.85681,            0.014613,           0.0064536,          0.00011019,               0.006,               0.006,               0.006
                 152,            0.018102,            0.013069,          0.00048724,             0.97607,             0.97582,             0.99037,             0.85754,            0.014552,           0.0064158,          0.00010764,           0.0059581,           0.0059581,           0.0059581
                 153,            0.018083,            0.012949,          0.00049663,             0.97751,             0.97575,             0.99081,             0.85967,            0.014513,           0.0063795,           0.0001075,           0.0059162,           0.0059162,           0.0059162
                 154,            0.017927,             0.01304,          0.00050418,             0.97655,             0.97692,               0.991,             0.85954,            0.014495,            0.006343,          0.00010727,           0.0058744,           0.0058744,           0.0058744
                 155,            0.017789,            0.012855,          0.00048826,             0.97734,             0.97806,             0.99051,             0.86184,            0.014475,           0.0063335,          0.00010751,           0.0058325,           0.0058325,           0.0058325
                 156,            0.018269,            0.013095,          0.00062175,             0.97794,             0.97831,             0.99111,             0.86152,            0.014426,           0.0063075,          0.00010668,           0.0057907,           0.0057907,           0.0057907
                 157,            0.017704,            0.012941,          0.00053148,             0.97717,             0.97844,             0.99056,             0.86259,            0.014385,           0.0062919,          0.00010712,           0.0057488,           0.0057488,           0.0057488
                 158,            0.017711,            0.012911,          0.00045397,              0.9783,             0.97859,              0.9909,             0.86245,             0.01433,           0.0062884,          0.00010612,            0.005707,            0.005707,            0.005707
                 159,            0.017693,            0.012841,          0.00049265,             0.97873,             0.97661,             0.99058,             0.86506,             0.01428,            0.006283,          0.00010489,           0.0056653,           0.0056653,           0.0056653
                 160,            0.017315,            0.012838,          0.00051352,             0.97404,             0.98085,             0.99024,             0.86436,            0.014247,            0.006279,          0.00010528,           0.0056236,           0.0056236,           0.0056236
                 161,            0.017312,             0.01288,          0.00053235,             0.98042,             0.97419,              0.9904,             0.86558,            0.014226,             0.00627,          0.00010502,           0.0055819,           0.0055819,           0.0055819
                 162,            0.017328,            0.012495,          0.00038584,             0.98483,             0.97194,             0.99154,             0.86629,            0.014177,           0.0062619,          0.00010454,           0.0055403,           0.0055403,           0.0055403
                 163,            0.017322,            0.012595,          0.00044405,             0.98436,             0.97392,             0.99085,             0.86517,            0.014121,           0.0062353,          0.00010388,           0.0054987,           0.0054987,           0.0054987
                 164,            0.017577,            0.012729,          0.00048989,             0.98032,             0.97737,              0.9908,             0.86667,             0.01408,            0.006224,          0.00010415,           0.0054571,           0.0054571,           0.0054571
                 165,            0.017244,            0.012661,          0.00049119,             0.97972,             0.97734,             0.99039,             0.86731,             0.01407,           0.0062199,          0.00010405,           0.0054157,           0.0054157,           0.0054157
                 166,            0.017167,            0.012553,          0.00052213,             0.98054,             0.97765,             0.99058,             0.86839,            0.014053,           0.0062126,          0.00010377,           0.0053743,           0.0053743,           0.0053743
                 167,             0.01724,            0.012368,          0.00045165,             0.98133,             0.97593,             0.99202,             0.86745,            0.014028,            0.006207,          0.00010361,           0.0053329,           0.0053329,           0.0053329
                 168,            0.016914,            0.012414,          0.00047369,             0.98129,             0.97645,             0.99058,             0.86666,            0.014015,           0.0062026,          0.00010393,           0.0052917,           0.0052917,           0.0052917
                 169,            0.016759,            0.012534,          0.00038394,             0.98319,             0.97604,             0.99066,             0.86782,            0.013985,           0.0061914,          0.00010362,           0.0052505,           0.0052505,           0.0052505
                 170,            0.016895,            0.012004,          0.00040645,               0.982,             0.97673,             0.99188,             0.86776,            0.013957,           0.0061781,          0.00010276,           0.0052094,           0.0052094,           0.0052094
                 171,            0.017181,            0.012365,          0.00046478,             0.98103,             0.97979,             0.99206,             0.86869,             0.01392,            0.006166,          0.00010246,           0.0051684,           0.0051684,           0.0051684
                 172,            0.017074,            0.012291,          0.00042602,             0.98506,             0.97712,             0.99181,             0.87006,            0.013917,           0.0061516,          0.00010226,           0.0051274,           0.0051274,           0.0051274
                 173,            0.016738,            0.012471,          0.00042265,             0.98446,             0.97842,             0.99177,             0.87032,            0.013903,           0.0061415,          0.00010178,           0.0050866,           0.0050866,           0.0050866
                 174,            0.016661,            0.012132,          0.00035778,             0.98474,              0.9771,             0.99137,             0.87108,            0.013891,           0.0061424,          0.00010116,           0.0050459,           0.0050459,           0.0050459
                 175,            0.016862,            0.012267,          0.00042007,             0.98338,             0.97745,             0.99111,             0.87106,            0.013865,           0.0061411,          0.00010055,           0.0050052,           0.0050052,           0.0050052
                 176,            0.016592,            0.012039,          0.00043862,             0.98292,             0.97778,             0.99111,             0.87149,            0.013851,            0.006135,          0.00010027,           0.0049647,           0.0049647,           0.0049647
                 177,            0.016741,            0.012024,          0.00042442,             0.98266,             0.97726,             0.99125,             0.87248,             0.01382,           0.0061303,          0.00010032,           0.0049243,           0.0049243,           0.0049243
                 178,            0.016491,            0.012086,          0.00046652,             0.98165,             0.97723,             0.99157,             0.87325,            0.013783,           0.0061157,          9.9613e-05,            0.004884,            0.004884,            0.004884
                 179,             0.01612,            0.012019,          0.00037396,             0.98256,             0.97771,               0.992,             0.87306,            0.013764,           0.0061027,          9.8839e-05,           0.0048439,           0.0048439,           0.0048439
                 180,            0.016367,            0.011586,          0.00040258,             0.98327,             0.97723,             0.99168,             0.87353,             0.01375,           0.0060914,          9.8814e-05,           0.0048038,           0.0048038,           0.0048038
                 181,            0.016493,            0.012201,          0.00047165,             0.98373,              0.9766,             0.99168,             0.87427,            0.013734,           0.0060856,          9.8615e-05,           0.0047639,           0.0047639,           0.0047639
                 182,            0.016424,            0.012113,          0.00033087,             0.98319,             0.97726,             0.99207,              0.8744,            0.013724,           0.0060741,          9.8125e-05,           0.0047242,           0.0047242,           0.0047242
                 183,            0.016254,            0.011924,          0.00039655,             0.98329,             0.97636,             0.99243,              0.8742,              0.0137,           0.0060608,          9.7383e-05,           0.0046845,           0.0046845,           0.0046845
                 184,             0.01626,            0.011986,          0.00042715,             0.98328,              0.9767,             0.99251,             0.87526,            0.013668,            0.006048,           9.714e-05,            0.004645,            0.004645,            0.004645
                 185,            0.015964,            0.011995,            0.000413,             0.98328,             0.97681,             0.99252,             0.87536,            0.013632,           0.0060294,          9.6732e-05,           0.0046057,           0.0046057,           0.0046057
                 186,            0.016111,            0.011714,          0.00041129,             0.98277,             0.97793,             0.99258,             0.87535,            0.013599,           0.0060177,          9.6224e-05,           0.0045665,           0.0045665,           0.0045665
                 187,            0.016171,            0.012006,          0.00041662,             0.98304,             0.97792,             0.99258,             0.87671,            0.013569,           0.0060035,          9.6074e-05,           0.0045275,           0.0045275,           0.0045275
                 188,            0.016043,            0.011714,          0.00031533,             0.98099,             0.97947,              0.9926,             0.87678,            0.013551,           0.0059887,           9.529e-05,           0.0044886,           0.0044886,           0.0044886
                 189,            0.015766,             0.01184,          0.00036389,             0.98119,             0.97912,             0.99257,             0.87679,            0.013526,           0.0059772,          9.4578e-05,           0.0044499,           0.0044499,           0.0044499
                 190,            0.015701,            0.011635,          0.00041215,             0.98246,             0.97942,             0.99265,             0.87727,            0.013505,            0.005967,          9.4194e-05,           0.0044114,           0.0044114,           0.0044114
                 191,             0.01568,            0.011647,          0.00035224,             0.98409,             0.97877,             0.99281,             0.87813,            0.013481,           0.0059589,          9.3403e-05,           0.0043731,           0.0043731,           0.0043731
                 192,            0.015659,            0.011367,            0.000311,             0.98419,             0.97839,             0.99274,             0.87848,            0.013458,           0.0059504,          9.2551e-05,           0.0043349,           0.0043349,           0.0043349
                 193,            0.015819,            0.011687,          0.00036772,             0.98468,             0.97954,             0.99285,             0.87898,            0.013436,            0.005943,          9.2157e-05,           0.0042969,           0.0042969,           0.0042969
                 194,            0.015645,            0.011768,          0.00033198,             0.98431,             0.98007,             0.99283,             0.87921,            0.013416,           0.0059328,          9.1702e-05,           0.0042591,           0.0042591,           0.0042591
                 195,            0.015648,            0.011617,          0.00034937,             0.98446,             0.98011,             0.99278,             0.87957,            0.013395,           0.0059256,          9.1118e-05,           0.0042215,           0.0042215,           0.0042215
                 196,            0.015648,            0.011481,          0.00032999,             0.98467,             0.98018,             0.99272,             0.87991,            0.013368,           0.0059127,          9.0585e-05,            0.004184,            0.004184,            0.004184
                 197,            0.015589,            0.011414,          0.00035747,             0.98588,             0.97808,             0.99264,             0.88036,            0.013349,           0.0059022,          9.0048e-05,           0.0041468,           0.0041468,           0.0041468
                 198,            0.015434,              0.0115,          0.00031966,              0.9848,              0.9792,             0.99266,             0.88047,            0.013334,           0.0058936,           8.981e-05,           0.0041098,           0.0041098,           0.0041098
                 199,            0.015478,            0.011428,          0.00034954,             0.98536,             0.97904,             0.99269,              0.8809,            0.013311,           0.0058877,          8.9394e-05,            0.004073,            0.004073,            0.004073
                 200,            0.015292,            0.011367,          0.00033363,             0.98526,             0.97914,             0.99267,             0.88141,            0.013287,           0.0058799,          8.8846e-05,           0.0040364,           0.0040364,           0.0040364
                 201,            0.015331,            0.011472,          0.00037669,             0.98518,             0.97933,             0.99269,             0.88076,            0.013273,           0.0058765,          8.8672e-05,               0.004,               0.004,               0.004
                 202,            0.015241,             0.01141,          0.00038224,             0.98518,             0.97919,              0.9927,             0.88121,            0.013263,           0.0058726,          8.8478e-05,           0.0039638,           0.0039638,           0.0039638
                 203,             0.01519,            0.011296,          0.00037378,             0.98487,             0.97898,              0.9927,             0.88167,            0.013252,           0.0058665,          8.8157e-05,           0.0039279,           0.0039279,           0.0039279
                 204,            0.015143,            0.011161,          0.00027958,             0.98536,             0.97957,             0.99271,             0.88215,            0.013241,           0.0058607,          8.7781e-05,           0.0038922,           0.0038922,           0.0038922
                 205,            0.015087,            0.011166,          0.00029353,             0.98535,             0.97949,             0.99273,             0.88244,            0.013231,           0.0058551,           8.737e-05,           0.0038567,           0.0038567,           0.0038567
                 206,            0.015046,            0.011296,          0.00031304,             0.98465,             0.97972,             0.99266,             0.88174,            0.013211,           0.0058494,          8.7018e-05,           0.0038214,           0.0038214,           0.0038214
                 207,            0.014983,            0.011207,          0.00029801,             0.98542,             0.97853,             0.99264,             0.88229,            0.013189,           0.0058437,          8.6573e-05,           0.0037864,           0.0037864,           0.0037864
                 208,            0.014967,            0.011061,          0.00030482,             0.98231,             0.98191,              0.9926,             0.88275,            0.013174,           0.0058379,          8.6298e-05,           0.0037517,           0.0037517,           0.0037517
                 209,            0.014864,            0.011164,          0.00034742,             0.98568,              0.9789,             0.99273,             0.88395,            0.013159,           0.0058309,          8.5966e-05,           0.0037171,           0.0037171,           0.0037171
                 210,            0.014886,            0.011154,          0.00031883,             0.98209,             0.98254,             0.99259,             0.88362,            0.013142,           0.0058242,          8.5702e-05,           0.0036829,           0.0036829,           0.0036829
                 211,            0.014891,            0.010839,           0.0002736,             0.98535,             0.97892,             0.99269,               0.884,            0.013126,           0.0058167,           8.542e-05,           0.0036489,           0.0036489,           0.0036489
                 212,            0.014797,            0.010944,          0.00026652,             0.98502,             0.97947,             0.99269,             0.88393,            0.013112,           0.0058128,          8.5121e-05,           0.0036151,           0.0036151,           0.0036151
                 213,             0.01463,            0.011078,          0.00026303,             0.98502,             0.97958,             0.99273,             0.88379,            0.013099,           0.0058089,          8.4714e-05,           0.0035816,           0.0035816,           0.0035816
                 214,            0.014442,            0.010866,          0.00028885,             0.98478,             0.97842,             0.99271,             0.88478,            0.013088,           0.0058055,           8.429e-05,           0.0035484,           0.0035484,           0.0035484
                 215,             0.01456,            0.011037,          0.00027198,             0.98451,             0.97819,             0.99275,             0.88529,            0.013078,           0.0058007,          8.4014e-05,           0.0035154,           0.0035154,           0.0035154
                 216,            0.014656,            0.010975,          0.00023197,             0.98445,             0.97842,             0.99277,             0.88571,            0.013069,           0.0057981,          8.3621e-05,           0.0034827,           0.0034827,           0.0034827
                 217,            0.014466,            0.010964,          0.00034809,             0.98503,              0.9791,             0.99283,             0.88512,            0.013059,            0.005795,          8.3352e-05,           0.0034503,           0.0034503,           0.0034503
                 218,            0.014336,            0.010694,           0.0002921,             0.98382,             0.98034,             0.99284,             0.88456,            0.013051,           0.0057916,          8.3082e-05,           0.0034182,           0.0034182,           0.0034182
                 219,            0.014286,            0.010736,          0.00026874,             0.98436,             0.98124,             0.99287,             0.88485,             0.01304,           0.0057884,           8.287e-05,           0.0033863,           0.0033863,           0.0033863
                 220,            0.014369,            0.010815,          0.00025817,             0.98383,             0.98156,             0.99287,             0.88451,            0.013028,           0.0057849,          8.2571e-05,           0.0033548,           0.0033548,           0.0033548
                 221,            0.014381,             0.01068,          0.00022701,             0.98508,             0.98062,             0.99288,             0.88487,            0.013018,           0.0057815,          8.2132e-05,           0.0033235,           0.0033235,           0.0033235
                 222,            0.014415,            0.010487,          0.00026504,             0.98499,             0.98065,             0.99288,             0.88528,            0.013007,            0.005777,          8.1692e-05,           0.0032925,           0.0032925,           0.0032925
                 223,            0.014429,            0.010731,          0.00026715,             0.98497,             0.98082,             0.99289,             0.88526,            0.012991,           0.0057703,          8.1274e-05,           0.0032618,           0.0032618,           0.0032618
                 224,            0.014416,            0.010648,          0.00036994,             0.98441,             0.98099,             0.99291,              0.8854,            0.012983,           0.0057672,             8.1e-05,           0.0032314,           0.0032314,           0.0032314
                 225,            0.014361,            0.010791,          0.00024995,             0.98497,             0.98112,             0.99292,             0.88573,            0.012973,           0.0057625,           8.064e-05,           0.0032013,           0.0032013,           0.0032013
                 226,            0.014276,            0.010618,          0.00024132,             0.98471,             0.98099,             0.99295,              0.8855,            0.012965,           0.0057602,          8.0284e-05,           0.0031716,           0.0031716,           0.0031716
                 227,            0.014096,            0.010742,          0.00025133,             0.98467,             0.98099,             0.99296,             0.88562,            0.012957,           0.0057579,          8.0007e-05,           0.0031421,           0.0031421,           0.0031421
                 228,             0.01403,            0.010397,          0.00023801,             0.98443,             0.98099,             0.99298,             0.88537,            0.012951,            0.005756,          7.9614e-05,            0.003113,            0.003113,            0.003113
                 229,            0.014002,            0.010429,          0.00026561,             0.98378,             0.98163,               0.993,             0.88542,            0.012943,           0.0057533,          7.9318e-05,           0.0030841,           0.0030841,           0.0030841
                 230,            0.014162,            0.010697,          0.00024463,             0.98327,             0.98105,              0.9929,              0.8855,            0.012936,           0.0057494,          7.8868e-05,           0.0030556,           0.0030556,           0.0030556
                 231,            0.013756,             0.01036,          0.00021185,             0.98316,             0.98102,              0.9929,             0.88615,             0.01293,           0.0057468,          7.8465e-05,           0.0030274,           0.0030274,           0.0030274
                 232,            0.014092,              0.0107,          0.00026215,             0.98314,             0.98099,             0.99274,             0.88578,            0.012923,           0.0057451,          7.8102e-05,           0.0029996,           0.0029996,           0.0029996
                 233,             0.01381,            0.010523,           0.0002544,              0.9843,             0.97925,             0.99276,             0.88555,            0.012918,           0.0057422,          7.7821e-05,            0.002972,            0.002972,            0.002972
                 234,            0.013757,            0.010366,          0.00027321,             0.98335,             0.98041,             0.99277,             0.88619,            0.012907,           0.0057379,          7.7503e-05,           0.0029448,           0.0029448,           0.0029448
                 235,            0.013821,            0.010304,          0.00032693,             0.98333,             0.98046,             0.99276,             0.88668,            0.012896,           0.0057341,          7.7265e-05,           0.0029179,           0.0029179,           0.0029179
                 236,            0.013864,            0.010471,          0.00024378,             0.98308,             0.98041,             0.99274,             0.88659,            0.012885,           0.0057325,          7.7055e-05,           0.0028914,           0.0028914,           0.0028914
                 237,            0.013852,             0.01036,           0.0002494,             0.98321,             0.98041,             0.99276,             0.88669,            0.012878,           0.0057284,           7.684e-05,           0.0028652,           0.0028652,           0.0028652
                 238,            0.013666,             0.01049,          0.00024829,             0.98342,             0.98034,             0.99277,             0.88689,            0.012873,           0.0057271,          7.6607e-05,           0.0028394,           0.0028394,           0.0028394
                 239,            0.013657,            0.010534,          0.00028991,             0.98412,             0.97976,             0.99276,             0.88746,            0.012863,           0.0057227,          7.6365e-05,           0.0028139,           0.0028139,           0.0028139
                 240,            0.013591,            0.010278,          0.00024347,             0.98357,             0.98041,             0.99277,             0.88781,            0.012857,           0.0057204,           7.612e-05,           0.0027887,           0.0027887,           0.0027887
                 241,            0.013612,            0.010228,          0.00029988,             0.98401,             0.98041,             0.99277,             0.88814,             0.01285,           0.0057182,          7.5856e-05,           0.0027639,           0.0027639,           0.0027639
                 242,            0.013625,            0.010407,          0.00024832,             0.98391,             0.98031,              0.9928,             0.88812,            0.012842,           0.0057155,          7.5635e-05,           0.0027395,           0.0027395,           0.0027395
                 243,            0.013446,            0.010137,          0.00024927,              0.9844,             0.98099,             0.99298,              0.8882,            0.012833,           0.0057106,          7.5338e-05,           0.0027154,           0.0027154,           0.0027154
                 244,            0.013452,            0.010068,          0.00021911,             0.98438,             0.98089,             0.99296,             0.88873,            0.012825,           0.0057064,          7.5014e-05,           0.0026917,           0.0026917,           0.0026917
                 245,            0.013246,            0.010003,          0.00017724,             0.98438,             0.98099,             0.99297,             0.88864,            0.012815,           0.0057017,          7.4752e-05,           0.0026683,           0.0026683,           0.0026683
                 246,            0.013406,            0.010053,          0.00021017,             0.98453,             0.98045,             0.99296,             0.88939,            0.012805,           0.0056977,          7.4469e-05,           0.0026453,           0.0026453,           0.0026453
                 247,            0.013284,           0.0099579,          0.00019931,             0.98372,              0.9813,             0.99295,             0.88898,            0.012801,           0.0056958,          7.4222e-05,           0.0026227,           0.0026227,           0.0026227
                 248,            0.013329,           0.0099466,          0.00026178,             0.98368,             0.98133,             0.99295,             0.88987,            0.012791,           0.0056926,          7.4002e-05,           0.0026004,           0.0026004,           0.0026004
                 249,            0.013239,             0.01014,          0.00022193,             0.98497,             0.98002,             0.99294,             0.88938,            0.012784,           0.0056902,          7.3783e-05,           0.0025785,           0.0025785,           0.0025785
                 250,            0.013317,            0.010031,          0.00022962,             0.98491,             0.98015,             0.99295,             0.88987,            0.012778,           0.0056876,          7.3523e-05,            0.002557,            0.002557,            0.002557
                 251,            0.013035,           0.0099057,          0.00020142,             0.98346,             0.98134,             0.99294,             0.88956,            0.012772,           0.0056851,          7.3319e-05,           0.0025359,           0.0025359,           0.0025359
                 252,            0.013171,           0.0099414,          0.00024007,             0.98371,             0.98161,             0.99294,             0.88922,            0.012763,           0.0056826,          7.3071e-05,           0.0025151,           0.0025151,           0.0025151
                 253,            0.013139,            0.010012,          0.00024863,             0.98343,             0.98163,             0.99294,             0.88984,            0.012758,           0.0056789,          7.2822e-05,           0.0024948,           0.0024948,           0.0024948
                 254,            0.013215,           0.0098629,          0.00023384,             0.98409,             0.98068,             0.99294,             0.88974,            0.012753,           0.0056778,          7.2562e-05,           0.0024748,           0.0024748,           0.0024748
                 255,            0.013094,           0.0098383,          0.00020773,             0.98522,             0.97974,             0.99294,             0.88981,            0.012749,            0.005676,          7.2275e-05,           0.0024552,           0.0024552,           0.0024552
                 256,            0.013073,           0.0099437,          0.00019172,              0.9853,             0.97955,             0.99294,              0.8902,            0.012747,           0.0056749,          7.2009e-05,            0.002436,            0.002436,            0.002436
                 257,             0.01289,            0.009925,          0.00018451,             0.98522,              0.9799,             0.99294,             0.89051,            0.012742,           0.0056734,          7.1737e-05,           0.0024172,           0.0024172,           0.0024172
                 258,             0.01305,           0.0099204,          0.00025057,             0.98526,             0.97983,             0.99294,             0.88997,            0.012737,           0.0056724,           7.155e-05,           0.0023987,           0.0023987,           0.0023987
                 259,            0.012981,           0.0099056,          0.00018041,             0.98523,             0.97977,             0.99294,              0.8904,            0.012734,           0.0056699,          7.1307e-05,           0.0023807,           0.0023807,           0.0023807
                 260,            0.012741,           0.0097274,          0.00018241,             0.98544,             0.97976,             0.99296,             0.89047,            0.012728,           0.0056664,          7.1023e-05,           0.0023631,           0.0023631,           0.0023631
                 261,            0.013072,           0.0099764,          0.00020879,              0.9857,             0.97967,             0.99294,             0.89004,            0.012724,            0.005664,          7.0792e-05,           0.0023458,           0.0023458,           0.0023458
                 262,            0.012913,           0.0099093,          0.00017365,             0.97955,             0.98542,             0.99296,             0.89056,            0.012719,           0.0056611,          7.0567e-05,            0.002329,            0.002329,            0.002329
                 263,            0.012875,           0.0097628,          0.00018124,               0.982,             0.98189,             0.99279,             0.89047,            0.012717,           0.0056603,          7.0353e-05,           0.0023125,           0.0023125,           0.0023125
                 264,            0.013003,           0.0097806,          0.00018791,             0.98222,             0.98182,              0.9928,             0.89145,            0.012713,           0.0056584,          7.0081e-05,           0.0022965,           0.0022965,           0.0022965
                 265,            0.012916,           0.0098992,          0.00022647,             0.98224,              0.9818,             0.99282,             0.89138,            0.012709,           0.0056564,          6.9873e-05,           0.0022809,           0.0022809,           0.0022809
                 266,            0.012868,           0.0097847,          0.00023591,              0.9822,              0.9818,              0.9928,             0.89167,            0.012702,           0.0056533,          6.9647e-05,           0.0022657,           0.0022657,           0.0022657
                 267,            0.012755,           0.0097547,          0.00019852,             0.98195,             0.98272,             0.99281,             0.89193,            0.012697,           0.0056522,          6.9438e-05,           0.0022509,           0.0022509,           0.0022509
                 268,             0.01273,           0.0096129,          0.00020151,             0.98192,             0.98272,             0.99289,             0.89168,            0.012693,            0.005652,          6.9231e-05,           0.0022365,           0.0022365,           0.0022365
                 269,            0.012619,            0.009731,          0.00017891,             0.98228,              0.9826,             0.99292,             0.89187,            0.012688,           0.0056502,          6.9008e-05,           0.0022225,           0.0022225,           0.0022225
                 270,            0.012834,           0.0095648,           0.0001752,             0.98228,             0.98244,             0.99289,               0.892,            0.012682,           0.0056479,          6.8786e-05,           0.0022089,           0.0022089,           0.0022089
                 271,             0.01253,           0.0096034,          0.00018196,             0.98225,             0.98243,             0.99291,             0.89244,            0.012677,           0.0056456,          6.8568e-05,           0.0021958,           0.0021958,           0.0021958
                 272,            0.012643,           0.0096802,          0.00017006,             0.98227,             0.98231,             0.99292,             0.89219,            0.012673,           0.0056453,          6.8336e-05,            0.002183,            0.002183,            0.002183
                 273,            0.012644,           0.0096484,          0.00018467,              0.9826,             0.98202,             0.99294,             0.89227,             0.01267,           0.0056421,          6.8136e-05,           0.0021707,           0.0021707,           0.0021707
                 274,            0.012625,           0.0097625,          0.00017207,             0.98254,             0.98203,             0.99293,             0.89275,            0.012664,           0.0056402,          6.7932e-05,           0.0021588,           0.0021588,           0.0021588
                 275,            0.012543,           0.0096231,          0.00015423,             0.98222,             0.98206,             0.99294,             0.89293,            0.012661,           0.0056389,          6.7747e-05,           0.0021473,           0.0021473,           0.0021473
                 276,            0.012703,           0.0096408,          0.00020543,             0.98216,             0.98206,             0.99294,             0.89278,            0.012657,           0.0056365,          6.7597e-05,           0.0021363,           0.0021363,           0.0021363
                 277,            0.012597,           0.0096862,          0.00017268,             0.98208,             0.98208,             0.99296,             0.89358,            0.012653,           0.0056347,          6.7441e-05,           0.0021257,           0.0021257,           0.0021257
                 278,            0.012621,           0.0095103,          0.00016578,             0.98206,               0.982,             0.99295,             0.89335,            0.012649,           0.0056339,           6.723e-05,           0.0021155,           0.0021155,           0.0021155
                 279,            0.012658,           0.0095263,          0.00014366,               0.982,             0.98199,             0.99296,             0.89356,            0.012643,           0.0056319,          6.7059e-05,           0.0021057,           0.0021057,           0.0021057
                 280,            0.012742,           0.0095771,          0.00016092,              0.9819,               0.982,             0.99294,             0.89327,            0.012637,           0.0056303,          6.6896e-05,           0.0020963,           0.0020963,           0.0020963
                 281,            0.012549,            0.009528,          0.00020767,             0.98224,             0.98167,             0.99295,             0.89331,            0.012631,           0.0056283,          6.6763e-05,           0.0020874,           0.0020874,           0.0020874
                 282,            0.012665,           0.0098838,          0.00020991,             0.98247,             0.98121,             0.99296,             0.89287,            0.012628,           0.0056274,          6.6612e-05,           0.0020789,           0.0020789,           0.0020789
                 283,            0.012677,           0.0098586,          0.00021273,             0.98514,             0.97848,             0.99295,             0.89279,            0.012626,           0.0056273,          6.6512e-05,           0.0020709,           0.0020709,           0.0020709
                 284,            0.012617,           0.0098826,          0.00019981,             0.98509,             0.97885,             0.99296,             0.89289,            0.012621,           0.0056269,          6.6442e-05,           0.0020632,           0.0020632,           0.0020632
                 285,            0.012758,           0.0098405,           0.0002254,             0.98308,             0.98095,             0.99294,             0.89313,            0.012617,           0.0056269,          6.6305e-05,            0.002056,            0.002056,            0.002056
                 286,             0.01246,           0.0096414,          0.00024577,             0.98326,             0.98092,             0.99294,             0.89374,            0.012613,           0.0056246,          6.6232e-05,           0.0020492,           0.0020492,           0.0020492
                 287,            0.012651,           0.0097357,          0.00023683,             0.98402,             0.98035,             0.99295,              0.8938,            0.012607,           0.0056234,           6.617e-05,           0.0020429,           0.0020429,           0.0020429
                 288,            0.012568,           0.0097046,          0.00028672,             0.98624,             0.97842,             0.99292,             0.89344,            0.012604,           0.0056216,          6.6087e-05,            0.002037,            0.002037,            0.002037
                 289,            0.012506,           0.0097453,          0.00020663,             0.98624,             0.97823,             0.99293,             0.89361,            0.012599,             0.00562,          6.5976e-05,           0.0020315,           0.0020315,           0.0020315
                 290,            0.012491,           0.0096918,           0.0001952,             0.98562,             0.97886,             0.99291,             0.89379,            0.012596,           0.0056176,          6.5852e-05,           0.0020265,           0.0020265,           0.0020265
                 291,            0.012695,           0.0097789,          0.00021876,             0.98621,             0.97822,             0.99293,             0.89367,            0.012593,           0.0056165,          6.5768e-05,           0.0020219,           0.0020219,           0.0020219
                 292,             0.01245,           0.0096908,           0.0001785,             0.98624,             0.97824,             0.99294,             0.89393,            0.012589,           0.0056148,          6.5649e-05,           0.0020178,           0.0020178,           0.0020178
                 293,            0.012452,           0.0096224,          0.00020541,             0.98548,             0.97878,             0.99293,             0.89429,            0.012583,           0.0056129,          6.5527e-05,            0.002014,            0.002014,            0.002014
                 294,            0.012565,           0.0096327,          0.00020944,              0.9834,             0.98079,             0.99294,             0.89448,            0.012576,           0.0056111,          6.5437e-05,           0.0020107,           0.0020107,           0.0020107
                 295,            0.012541,           0.0097034,          0.00017507,             0.98339,             0.98076,             0.99294,             0.89447,            0.012569,           0.0056096,          6.5289e-05,           0.0020079,           0.0020079,           0.0020079
                 296,            0.012485,           0.0095646,          0.00016845,             0.98354,             0.98129,             0.99294,             0.89446,            0.012566,           0.0056097,          6.5164e-05,           0.0020055,           0.0020055,           0.0020055
                 297,            0.012529,           0.0095005,          0.00020005,             0.98319,             0.98133,             0.99294,             0.89445,            0.012562,           0.0056077,          6.5103e-05,           0.0020035,           0.0020035,           0.0020035
                 298,             0.01249,           0.0096179,          0.00022839,             0.98472,             0.97951,             0.99295,             0.89436,            0.012557,           0.0056049,          6.5065e-05,            0.002002,            0.002002,            0.002002
                 299,            0.012464,           0.0096728,          0.00023205,              0.9847,             0.97934,             0.99297,             0.89437,            0.012555,           0.0056029,           6.502e-05,           0.0020009,           0.0020009,           0.0020009
